question,True/False,ActualAnswer,Language
'Battle of Cross Keys' olayı 1862.0 yılında gerçekleşti.,True,1862.0,TR
'Battle of Senjōsan' olayı Japonya ülkesinde gerçekleşti.,True,Japonya,TR
'Battle of Senjōsan' olayı 1333.0 yılında gerçekleşti.,True,1333.0,TR
'Siege of Marsal' olayı Türkiye ülkesinde gerçekleşti.,False,Fransa,TR
'Siege of Marsal' olayı 1870.0 yılında gerçekleşti.,True,1870.0,TR
'Battle of Torgau' olayı Fransa ülkesinde gerçekleşti.,False,Almanya,TR
'Battle of Torgau' olayı 1673.0 yılında gerçekleşti.,False,1760.0,TR
'Battle of Dodendorf' olayı Birleşik Krallık ülkesinde gerçekleşti.,False,Almanya,TR
'Battle of Dodendorf' olayı 1807.0 yılında gerçekleşti.,False,1809.0,TR
'Battle of Goldsboro Bridge' olayı Amerika Birleşik Devletleri ülkesinde gerçekleşti.,True,Amerika Birleşik Devletleri,TR
'Battle of Goldsboro Bridge' olayı 1942.0 yılında gerçekleşti.,False,1862.0,TR
'Battle of St. James' olayı Fransa ülkesinde gerçekleşti.,True,Fransa,TR
'Battle of St. James' olayı 1920.0 yılında gerçekleşti.,False,1800.0,TR
'Battle of Thimeon' olayı Fransa ülkesinde gerçekleşti.,True,Fransa,TR
'Battle of Thimeon' olayı 880.0 yılında gerçekleşti.,True,880.0,TR
'Battle of Tatarahama' olayı Japonya ülkesinde gerçekleşti.,True,Japonya,TR
'Battle of Tatarahama' olayı 800.0 yılında gerçekleşti.,False,1569.0,TR
'Battle of Bornhöved' olayı Almanya ülkesinde gerçekleşti.,True,Almanya,TR
'Battle of Bornhöved' olayı 1552.0 yılında gerçekleşti.,False,1227.0,TR
'Battle of Saint Cast' olayı Fransa ülkesinde gerçekleşti.,True,Fransa,TR
'Battle of Saint Cast' olayı 1989.0 yılında gerçekleşti.,False,1758.0,TR
'Battle of Fougères' olayı Almanya ülkesinde gerçekleşti.,False,Fransa,TR
'Battle of Fougères' olayı 1758.0 yılında gerçekleşti.,False,1793.0,TR
'Lübeck Muharebesi' olayı Japonya ülkesinde gerçekleşti.,False,Almanya,TR
'Lübeck Muharebesi' olayı 1857.0 yılında gerçekleşti.,False,1806.0,TR
'Battle of Gravelotte' olayı Birleşik Krallık ülkesinde gerçekleşti.,False,Fransa,TR
'Battle of Gravelotte' olayı 1870.0 yılında gerçekleşti.,True,1870.0,TR
'Battle of Amberg' olayı Birleşik Krallık ülkesinde gerçekleşti.,False,Almanya,TR
'Battle of Amberg' olayı 1573.0 yılında gerçekleşti.,False,1796.0,TR
'Battle of the Ardennes' olayı Fransa ülkesinde gerçekleşti.,True,Fransa,TR
'Battle of the Ardennes' olayı 1156.0 yılında gerçekleşti.,False,1914.0,TR
'Battle of Upperville' olayı Amerika Birleşik Devletleri ülkesinde gerçekleşti.,True,Amerika Birleşik Devletleri,TR
'Battle of Upperville' olayı 1863.0 yılında gerçekleşti.,True,1863.0,TR
'Battle of Stamford 894' olayı Türkiye ülkesinde gerçekleşti.,False,Birleşik Krallık,TR
'Battle of Stamford 894' olayı 894.0 yılında gerçekleşti.,True,894.0,TR
'First Battle of Donaldsonville' olayı Amerika Birleşik Devletleri ülkesinde gerçekleşti.,True,Amerika Birleşik Devletleri,TR
'First Battle of Donaldsonville' olayı 1862.0 yılında gerçekleşti.,True,1862.0,TR
'Battle of La Marfée' olayı Fransa ülkesinde gerçekleşti.,True,Fransa,TR
'Battle of La Marfée' olayı 1445.0 yılında gerçekleşti.,False,1641.0,TR
'Battle of Hamel' olayı Amerika Birleşik Devletleri ülkesinde gerçekleşti.,False,Fransa,TR
'Battle of Hamel' olayı 1615.0 yılında gerçekleşti.,False,1918.0,TR
'Battle of Pocotaligo' olayı Amerika Birleşik Devletleri ülkesinde gerçekleşti.,True,Amerika Birleşik Devletleri,TR
'Battle of Pocotaligo' olayı 1797.0 yılında gerçekleşti.,False,1862.0,TR
'Battle of Charleston' olayı Amerika Birleşik Devletleri ülkesinde gerçekleşti.,True,Amerika Birleşik Devletleri,TR
'Battle of Charleston' olayı 1627.0 yılında gerçekleşti.,False,1862.0,TR
'Battle of Peonnum' olayı Birleşik Krallık ülkesinde gerçekleşti.,True,Birleşik Krallık,TR
'Battle of Peonnum' olayı 660.0 yılında gerçekleşti.,True,660.0,TR
'Battle of Höchstädt' olayı Almanya ülkesinde gerçekleşti.,True,Almanya,TR
'Battle of Höchstädt' olayı 1761.0 yılında gerçekleşti.,False,1800.0,TR
'Battle of Montjuèi' olayı Fransa ülkesinde gerçekleşti.,True,Fransa,TR
'Battle of Montjuèi' olayı 1518.0 yılında gerçekleşti.,False,1411.0,TR
'Battle of Nogimiya' olayı Japonya ülkesinde gerçekleşti.,True,Japonya,TR
'Battle of Nogimiya' olayı 1488.0 yılında gerçekleşti.,False,1183.0,TR
'Battle of Saarbrücken' olayı Türkiye ülkesinde gerçekleşti.,False,Almanya,TR
'Battle of Saarbrücken' olayı 1870.0 yılında gerçekleşti.,True,1870.0,TR
'Battle of Auberoche' olayı Fransa ülkesinde gerçekleşti.,True,Fransa,TR
'Battle of Auberoche' olayı 1345.0 yılında gerçekleşti.,True,1345.0,TR
'Battle of Osawatomie' olayı Amerika Birleşik Devletleri ülkesinde gerçekleşti.,True,Amerika Birleşik Devletleri,TR
'Battle of Osawatomie' olayı 1599.0 yılında gerçekleşti.,False,1856.0,TR
'Battle of Vihiers' olayı Fransa ülkesinde gerçekleşti.,True,Fransa,TR
'Battle of Vihiers' olayı 1793.0 yılında gerçekleşti.,True,1793.0,TR
'Battle of Wyoming' olayı Almanya ülkesinde gerçekleşti.,False,Amerika Birleşik Devletleri,TR
'Battle of Wyoming' olayı 313.0 yılında gerçekleşti.,False,1778.0,TR
'Battle of Bazeilles' olayı Fransa ülkesinde gerçekleşti.,True,Fransa,TR
'Battle of Bazeilles' olayı 1870.0 yılında gerçekleşti.,True,1870.0,TR
'Brémule Muharebesi' olayı Amerika Birleşik Devletleri ülkesinde gerçekleşti.,False,Fransa,TR
'Brémule Muharebesi' olayı 1119.0 yılında gerçekleşti.,True,1119.0,TR
'Battle of Merville Gun Battery' olayı Japonya ülkesinde gerçekleşti.,False,Fransa,TR
'Battle of Merville Gun Battery' olayı 1944.0 yılında gerçekleşti.,True,1944.0,TR
'Battle of Kanōguchi' olayı Japonya ülkesinde gerçekleşti.,True,Japonya,TR
'Battle of Kanōguchi' olayı 1544.0 yılında gerçekleşti.,True,1544.0,TR
'Second Battle of Fort Sumter' olayı Amerika Birleşik Devletleri ülkesinde gerçekleşti.,True,Amerika Birleşik Devletleri,TR
'Second Battle of Fort Sumter' olayı 1176.0 yılında gerçekleşti.,False,1863.0,TR
'Battle of Doué' olayı Japonya ülkesinde gerçekleşti.,False,Fransa,TR
'Battle of Doué' olayı 1793.0 yılında gerçekleşti.,True,1793.0,TR
'Le Cateau Savaşı' olayı Fransa ülkesinde gerçekleşti.,True,Fransa,TR
'Le Cateau Savaşı' olayı 1797.0 yılında gerçekleşti.,False,1914.0,TR
'Battle of Beaumont' olayı Birleşik Krallık ülkesinde gerçekleşti.,False,Fransa,TR
'Battle of Beaumont' olayı 1813.0 yılında gerçekleşti.,False,1870.0,TR
'Battle of Taliwa' olayı Türkiye ülkesinde gerçekleşti.,False,Amerika Birleşik Devletleri,TR
'Battle of Taliwa' olayı 1755.0 yılında gerçekleşti.,True,1755.0,TR
'Lützen Muharebesi' olayı Fransa ülkesinde gerçekleşti.,False,Almanya,TR
'Lützen Muharebesi' olayı 1632.0 yılında gerçekleşti.,True,1632.0,TR
'Battle of Reims' olayı Fransa ülkesinde gerçekleşti.,True,Fransa,TR
'Battle of Reims' olayı 1947.0 yılında gerçekleşti.,False,1814.0,TR
'Battle of Delaware Bay' olayı Amerika Birleşik Devletleri ülkesinde gerçekleşti.,True,Amerika Birleşik Devletleri,TR
'Battle of Delaware Bay' olayı 1782.0 yılında gerçekleşti.,True,1782.0,TR
'Battle of Londinium' olayı Japonya ülkesinde gerçekleşti.,False,Birleşik Krallık,TR
'Battle of Londinium' olayı 1795.0 yılında gerçekleşti.,False,296.0,TR
'Battle of Booneville' olayı Japonya ülkesinde gerçekleşti.,False,Amerika Birleşik Devletleri,TR
'Battle of Booneville' olayı 1862.0 yılında gerçekleşti.,True,1862.0,TR
'Battle of Lens' olayı Türkiye ülkesinde gerçekleşti.,False,Fransa,TR
'Battle of Lens' olayı 1582.0 yılında gerçekleşti.,False,1648.0,TR
'Battle of Vincy' olayı Birleşik Krallık ülkesinde gerçekleşti.,False,Fransa,TR
'Battle of Vincy' olayı 717.0 yılında gerçekleşti.,True,717.0,TR
'Battle of Kasumi' olayı Japonya ülkesinde gerçekleşti.,True,Japonya,TR
'Battle of Kasumi' olayı 732.0 yılında gerçekleşti.,False,1945.0,TR
'Battle of Montcornet' olayı Almanya ülkesinde gerçekleşti.,False,Fransa,TR
'Battle of Montcornet' olayı 1940.0 yılında gerçekleşti.,True,1940.0,TR
'Battle of Saint-Aubin-des-Ormeaux' olayı Amerika Birleşik Devletleri ülkesinde gerçekleşti.,False,Fransa,TR
'Battle of Saint-Aubin-des-Ormeaux' olayı 1513.0 yılında gerçekleşti.,False,1832.0,TR
'Siege of Paris' olayı Fransa ülkesinde gerçekleşti.,True,Fransa,TR
'Siege of Paris' olayı 1429.0 yılında gerçekleşti.,True,1429.0,TR
'Battle of Les Illes Lerins' olayı Fransa ülkesinde gerçekleşti.,True,Fransa,TR
'Battle of Les Illes Lerins' olayı 1637.0 yılında gerçekleşti.,True,1637.0,TR
'Battle of Cibecue Creek' olayı Amerika Birleşik Devletleri ülkesinde gerçekleşti.,True,Amerika Birleşik Devletleri,TR
'Battle of Cibecue Creek' olayı 1881.0 yılında gerçekleşti.,True,1881.0,TR
'Battle of Carnifex Ferry' olayı Amerika Birleşik Devletleri ülkesinde gerçekleşti.,True,Amerika Birleşik Devletleri,TR
'Battle of Carnifex Ferry' olayı 1600.0 yılında gerçekleşti.,False,1861.0,TR
'Fort Driant' olayı Türkiye ülkesinde gerçekleşti.,False,Fransa,TR
'Fort Driant' olayı 1944.0 yılında gerçekleşti.,True,1944.0,TR
'Ingham incident' olayı Almanya ülkesinde gerçekleşti.,False,Amerika Birleşik Devletleri,TR
'Ingham incident' olayı 1016.0 yılında gerçekleşti.,False,1835.0,TR
'Battle of Pech-David' olayı Almanya ülkesinde gerçekleşti.,False,Fransa,TR
'Battle of Pech-David' olayı 1251.0 yılında gerçekleşti.,False,1799.0,TR
'Battle of Oshikibata' olayı Japonya ülkesinde gerçekleşti.,True,Japonya,TR
'Battle of Oshikibata' olayı 1554.0 yılında gerçekleşti.,True,1554.0,TR
'Battle of Pig Point' olayı Almanya ülkesinde gerçekleşti.,False,Amerika Birleşik Devletleri,TR
'Battle of Pig Point' olayı 1518.0 yılında gerçekleşti.,False,1861.0,TR
'Battle of the Loc'h Bridge' olayı Fransa ülkesinde gerçekleşti.,True,Fransa,TR
'Battle of the Loc'h Bridge' olayı 1339.0 yılında gerçekleşti.,False,1800.0,TR
'Battle of Colson's Mill' olayı Amerika Birleşik Devletleri ülkesinde gerçekleşti.,True,Amerika Birleşik Devletleri,TR
'Battle of Colson's Mill' olayı 1780.0 yılında gerçekleşti.,True,1780.0,TR
'Battle of Beaulieu-sous-la-Roche' olayı Birleşik Krallık ülkesinde gerçekleşti.,False,Fransa,TR
'Battle of Beaulieu-sous-la-Roche' olayı 1506.0 yılında gerçekleşti.,False,1793.0,TR
'Wilson's Creek Muharebesi' olayı Birleşik Krallık ülkesinde gerçekleşti.,False,Amerika Birleşik Devletleri,TR
'Wilson's Creek Muharebesi' olayı 1861.0 yılında gerçekleşti.,True,1861.0,TR
'Battle of Douvres Radar Station' olayı Japonya ülkesinde gerçekleşti.,False,Fransa,TR
'Battle of Douvres Radar Station' olayı 1944.0 yılında gerçekleşti.,True,1944.0,TR
'Battle of Hakodate' olayı Japonya ülkesinde gerçekleşti.,True,Japonya,TR
'Battle of Hakodate' olayı 1377.0 yılında gerçekleşti.,False,1868.0,TR
'Battle of Ichikawa-Funabashi' olayı Japonya ülkesinde gerçekleşti.,True,Japonya,TR
'Battle of Ichikawa-Funabashi' olayı 1868.0 yılında gerçekleşti.,True,1868.0,TR
'Action of 6 July 1746' olayı Fransa ülkesinde gerçekleşti.,True,Fransa,TR
'Action of 6 July 1746' olayı 1746.0 yılında gerçekleşti.,True,1746.0,TR
'Battle of Cahuenga Pass' olayı Almanya ülkesinde gerçekleşti.,False,Amerika Birleşik Devletleri,TR
'Battle of Cahuenga Pass' olayı 1791.0 yılında gerçekleşti.,False,1831.0,TR
'Battle of Saint M'Hervé' olayı Fransa ülkesinde gerçekleşti.,True,Fransa,TR
'Battle of Saint M'Hervé' olayı 1796.0 yılında gerçekleşti.,True,1796.0,TR
'Second Battle of Artois' olayı Fransa ülkesinde gerçekleşti.,True,Fransa,TR
'Second Battle of Artois' olayı 1915.0 yılında gerçekleşti.,True,1915.0,TR
'Paris Barış Konferansı' olayı Türkiye ülkesinde gerçekleşti.,False,Fransa,TR
'Paris Barış Konferansı' olayı -52.0 yılında gerçekleşti.,False,1919.0,TR
'Siege of Paris' olayı Fransa ülkesinde gerçekleşti.,True,Fransa,TR
'Siege of Paris' olayı 1420.0 yılında gerçekleşti.,True,1420.0,TR
'Battle of Bubaigawara' olayı Japonya ülkesinde gerçekleşti.,True,Japonya,TR
'Battle of Bubaigawara' olayı 1807.0 yılında gerçekleşti.,False,1333.0,TR
'Battle of Craon' olayı Almanya ülkesinde gerçekleşti.,False,Fransa,TR
'Battle of Craon' olayı 1936.0 yılında gerçekleşti.,False,1592.0,TR
'Battle of Young's House' olayı Japonya ülkesinde gerçekleşti.,False,Amerika Birleşik Devletleri,TR
'Battle of Young's House' olayı 68.0 yılında gerçekleşti.,False,1780.0,TR
'Paris'in Kurtuluşu' olayı Fransa ülkesinde gerçekleşti.,True,Fransa,TR
'Paris'in Kurtuluşu' olayı 1878.0 yılında gerçekleşti.,False,1944.0,TR
'Battle of Philippi' olayı Türkiye ülkesinde gerçekleşti.,False,Amerika Birleşik Devletleri,TR
'Battle of Philippi' olayı 1861.0 yılında gerçekleşti.,True,1861.0,TR
'Daimotsu Kuzure' olayı Japonya ülkesinde gerçekleşti.,True,Japonya,TR
'Daimotsu Kuzure' olayı 1445.0 yılında gerçekleşti.,False,1531.0,TR
'Battle of Ball's Bluff' olayı Birleşik Krallık ülkesinde gerçekleşti.,False,Amerika Birleşik Devletleri,TR
'Battle of Ball's Bluff' olayı 882.0 yılında gerçekleşti.,False,1861.0,TR
'Battle of the Semois River' olayı Japonya ülkesinde gerçekleşti.,False,Fransa,TR
'Battle of the Semois River' olayı 1564.0 yılında gerçekleşti.,False,-52.0,TR
'Gabriel's Rebellion' olayı Birleşik Krallık ülkesinde gerçekleşti.,False,Amerika Birleşik Devletleri,TR
'Gabriel's Rebellion' olayı 1721.0 yılında gerçekleşti.,False,1800.0,TR
'Battle of Tertry' olayı Fransa ülkesinde gerçekleşti.,True,Fransa,TR
'Battle of Tertry' olayı 274.0 yılında gerçekleşti.,False,687.0,TR
'Battle of Fort Dearborn' olayı Türkiye ülkesinde gerçekleşti.,False,Amerika Birleşik Devletleri,TR
'Battle of Fort Dearborn' olayı 1812.0 yılında gerçekleşti.,True,1812.0,TR
'Bog Wallow Ambush' olayı Birleşik Krallık ülkesinde gerçekleşti.,False,Amerika Birleşik Devletleri,TR
'Bog Wallow Ambush' olayı 1989.0 yılında gerçekleşti.,False,1861.0,TR
'Siege of Rennes' olayı Fransa ülkesinde gerçekleşti.,True,Fransa,TR
'Siege of Rennes' olayı 1280.0 yılında gerçekleşti.,False,1356.0,TR
'Battle of Vire' olayı Fransa ülkesinde gerçekleşti.,True,Fransa,TR
'Battle of Vire' olayı 1591.0 yılında gerçekleşti.,False,1796.0,TR
'Battle of Champaubert' olayı Birleşik Krallık ülkesinde gerçekleşti.,False,Fransa,TR
'Battle of Champaubert' olayı 1814.0 yılında gerçekleşti.,True,1814.0,TR
'Battle of Crotoy' olayı Amerika Birleşik Devletleri ülkesinde gerçekleşti.,False,Fransa,TR
'Battle of Crotoy' olayı 1260.0 yılında gerçekleşti.,False,1347.0,TR
'Battle of Bristoe Station' olayı Almanya ülkesinde gerçekleşti.,False,Amerika Birleşik Devletleri,TR
'Battle of Bristoe Station' olayı 1863.0 yılında gerçekleşti.,True,1863.0,TR
'Battle of Carfax' olayı Birleşik Krallık ülkesinde gerçekleşti.,True,Birleşik Krallık,TR
'Battle of Carfax' olayı 1936.0 yılında gerçekleşti.,True,1936.0,TR
'Battle of Arkansas Post' olayı Fransa ülkesinde gerçekleşti.,False,Amerika Birleşik Devletleri,TR
'Battle of Arkansas Post' olayı 1783.0 yılında gerçekleşti.,True,1783.0,TR
'Battle of Rouen' olayı Fransa ülkesinde gerçekleşti.,True,Fransa,TR
'Battle of Rouen' olayı 946.0 yılında gerçekleşti.,True,946.0,TR
'Battle of Saint-Hilaire-des-Landes' olayı Fransa ülkesinde gerçekleşti.,True,Fransa,TR
'Battle of Saint-Hilaire-des-Landes' olayı 1796.0 yılında gerçekleşti.,True,1796.0,TR
'Battle of Vienna' olayı Amerika Birleşik Devletleri ülkesinde gerçekleşti.,True,Amerika Birleşik Devletleri,TR
'Battle of Vienna' olayı 1477.0 yılında gerçekleşti.,False,1861.0,TR
'Battle of Elven' olayı Fransa ülkesinde gerçekleşti.,True,Fransa,TR
'Battle of Elven' olayı 911.0 yılında gerçekleşti.,False,1795.0,TR
'Battle of Folck's Mill' olayı Amerika Birleşik Devletleri ülkesinde gerçekleşti.,True,Amerika Birleşik Devletleri,TR
'Battle of Folck's Mill' olayı 1864.0 yılında gerçekleşti.,True,1864.0,TR
'Battle of Saint-Omer' olayı Almanya ülkesinde gerçekleşti.,False,Fransa,TR
'Battle of Saint-Omer' olayı 1340.0 yılında gerçekleşti.,True,1340.0,TR
'Second Battle of Rappahannock Station' olayı Fransa ülkesinde gerçekleşti.,False,Amerika Birleşik Devletleri,TR
'Second Battle of Rappahannock Station' olayı 1643.0 yılında gerçekleşti.,False,1863.0,TR
'Siege of Kawagoe Castle' olayı Almanya ülkesinde gerçekleşti.,False,Japonya,TR
'Siege of Kawagoe Castle' olayı 1552.0 yılında gerçekleşti.,False,1545.0,TR
'Siege of Saint-Jean-d'Angély' olayı Almanya ülkesinde gerçekleşti.,False,Fransa,TR
'Siege of Saint-Jean-d'Angély' olayı 1351.0 yılında gerçekleşti.,True,1351.0,TR
'Harpers Ferry olayı' olayı Amerika Birleşik Devletleri ülkesinde gerçekleşti.,True,Amerika Birleşik Devletleri,TR
'Harpers Ferry olayı' olayı 1859.0 yılında gerçekleşti.,True,1859.0,TR
'Allemand's escape from Lorient' olayı Fransa ülkesinde gerçekleşti.,True,Fransa,TR
'Allemand's escape from Lorient' olayı 1516.0 yılında gerçekleşti.,False,1812.0,TR
'Battle of Famars' olayı Fransa ülkesinde gerçekleşti.,True,Fransa,TR
'Battle of Famars' olayı 1783.0 yılında gerçekleşti.,False,1793.0,TR
'Battle of Brienne' olayı Almanya ülkesinde gerçekleşti.,False,Fransa,TR
'Battle of Brienne' olayı 1814.0 yılında gerçekleşti.,True,1814.0,TR
'Battle of Hancock' olayı Amerika Birleşik Devletleri ülkesinde gerçekleşti.,True,Amerika Birleşik Devletleri,TR
'Battle of Hancock' olayı 1862.0 yılında gerçekleşti.,True,1862.0,TR
'Battle of Ishigakibaru' olayı Japonya ülkesinde gerçekleşti.,True,Japonya,TR
'Battle of Ishigakibaru' olayı 1600.0 yılında gerçekleşti.,True,1600.0,TR
'Battle of Prairie Dog Creek' olayı Amerika Birleşik Devletleri ülkesinde gerçekleşti.,True,Amerika Birleşik Devletleri,TR
'Battle of Prairie Dog Creek' olayı 1876.0 yılında gerçekleşti.,True,1876.0,TR
'Battle of Haguenau' olayı Fransa ülkesinde gerçekleşti.,True,Fransa,TR
'Battle of Haguenau' olayı 1368.0 yılında gerçekleşti.,False,1793.0,TR
'Battle of Val de Préaux' olayı Birleşik Krallık ülkesinde gerçekleşti.,False,Fransa,TR
'Battle of Val de Préaux' olayı 1628.0 yılında gerçekleşti.,False,1796.0,TR
'Battle of Nantes' olayı Fransa ülkesinde gerçekleşti.,True,Fransa,TR
'Battle of Nantes' olayı 718.0 yılında gerçekleşti.,False,1793.0,TR
'Seven Pines Muharebesi' olayı Amerika Birleşik Devletleri ülkesinde gerçekleşti.,True,Amerika Birleşik Devletleri,TR
