language,question,correct_answer
EN,Who is the creator of Portrait of Claudius Popelin?,Gabriel Ferrier
EN,In which year was Portrait of Claudius Popelin completed?,1881
FR,Qui est le créateur de Portrait de Claudius Popelin?,Gabriel Ferrier
FR,En quelle année Portrait de Claudius Popelin a-t-il été achevé?,1881
DE,Wer ist der Schöpfer von Portrait of Claudius Popelin?,Gabriel Ferrier
DE,In welchem Jahr wurde Portrait of Claudius Popelin fertiggestellt?,1881
TR,Portrait of Claudius Popelin'in yaratıcısı kim?,Gabriel Ferrier
TR,Portrait of Claudius Popelin hangi yılda tamamlandı?,1881
JA,Portrait of Claudius Popelin の創作者は誰ですか？,ガブリエル・フェリエ
JA,Portrait of Claudius Popelin は何年に完成しましたか？,1881
EN,Who is the creator of Portrait of the artist with his son Astyanax Scaevola?,Jean François Bozio
EN,In which year was Portrait of the artist with his son Astyanax Scaevola completed?,1801
FR,Qui est le créateur de Autoportrait de l'artiste avec son fils Astyanax Scaevola?,Jean François Bosio
FR,En quelle année Autoportrait de l'artiste avec son fils Astyanax Scaevola a-t-il été achevé?,1801
DE,Wer ist der Schöpfer von Portrait of the artist with his son Astyanax Scaevola?,Jean François Bozio
DE,In welchem Jahr wurde Portrait of the artist with his son Astyanax Scaevola fertiggestellt?,1801
TR,Portrait of the artist with his son Astyanax Scaevola'in yaratıcısı kim?,Jean François Bosio
TR,Portrait of the artist with his son Astyanax Scaevola hangi yılda tamamlandı?,1801
JA,Portrait of the artist with his son Astyanax Scaevola の創作者は誰ですか？,Jean François Bozio
JA,Portrait of the artist with his son Astyanax Scaevola は何年に完成しましたか？,1801
EN,Who is the creator of Portrait of Zoé Jacqueline Duvidal de Montferrier?,Julie Hugo
EN,In which year was Portrait of Zoé Jacqueline Duvidal de Montferrier completed?,1819
FR,Qui est le créateur de Portrait de Zoé Jacqueline Duvidal de Montferrier?,Julie Duvidal de Montferrier
FR,En quelle année Portrait de Zoé Jacqueline Duvidal de Montferrier a-t-il été achevé?,1819
DE,Wer ist der Schöpfer von Portrait of Zoé Jacqueline Duvidal de Montferrier?,Julie Hugo
DE,In welchem Jahr wurde Portrait of Zoé Jacqueline Duvidal de Montferrier fertiggestellt?,1819
TR,Portrait of Zoé Jacqueline Duvidal de Montferrier'in yaratıcısı kim?,Julie Duvidal de Montferrier
TR,Portrait of Zoé Jacqueline Duvidal de Montferrier hangi yılda tamamlandı?,1819
JA,Portrait of Zoé Jacqueline Duvidal de Montferrier の創作者は誰ですか？,ジュリー・ユーゴー
JA,Portrait of Zoé Jacqueline Duvidal de Montferrier は何年に完成しましたか？,1819
EN,"Who is the creator of Theseus and Pirithoüs Clearing the Earth of Brigands, Deliver Two Women from the Hands of their Abductors?",Angélique Mongez
EN,"In which year was Theseus and Pirithoüs Clearing the Earth of Brigands, Deliver Two Women from the Hands of their Abductors completed?",1806
FR,"Qui est le créateur de Thésée et Pirithoüs purgeant la terre des brigands, délivrent deux femmes des mains de ces ravisseurs?",Angélique Mongez
FR,"En quelle année Thésée et Pirithoüs purgeant la terre des brigands, délivrent deux femmes des mains de ces ravisseurs a-t-il été achevé?",1806
DE,"Wer ist der Schöpfer von Theseus and Pirithoüs Clearing the Earth of Brigands, Deliver Two Women from the Hands of their Abductors?",Angélique Mongez
DE,"In welchem Jahr wurde Theseus and Pirithoüs Clearing the Earth of Brigands, Deliver Two Women from the Hands of their Abductors fertiggestellt?",1806
TR,"Theseus and Pirithoüs Clearing the Earth of Brigands, Deliver Two Women from the Hands of their Abductors'in yaratıcısı kim?",Angélique Mongez
TR,"Theseus and Pirithoüs Clearing the Earth of Brigands, Deliver Two Women from the Hands of their Abductors hangi yılda tamamlandı?",1806
JA,"Theseus and Pirithoüs Clearing the Earth of Brigands, Deliver Two Women from the Hands of their Abductors の創作者は誰ですか？",Angélique Mongez
JA,"Theseus and Pirithoüs Clearing the Earth of Brigands, Deliver Two Women from the Hands of their Abductors は何年に完成しましたか？",1806
EN,Who is the creator of Young Woman Coming Out of the Bath?,Rosalie Caron
EN,In which year was Young Woman Coming Out of the Bath completed?,1822
FR,Qui est le créateur de Une jeune femme sortant du bain?,Rosalie Caron
FR,En quelle année Une jeune femme sortant du bain a-t-il été achevé?,1822
DE,Wer ist der Schöpfer von Young Woman Coming Out of the Bath?,Rosalie Caron
DE,In welchem Jahr wurde Young Woman Coming Out of the Bath fertiggestellt?,1822
TR,Young Woman Coming Out of the Bath'in yaratıcısı kim?,Rosalie Caron
TR,Young Woman Coming Out of the Bath hangi yılda tamamlandı?,1822
JA,Young Woman Coming Out of the Bath の創作者は誰ですか？,ロザリー・カロン
JA,Young Woman Coming Out of the Bath は何年に完成しましたか？,1822
EN,"Who is the creator of Portrait of the Young Princess Louise d'Artois, Daughter of the Duchess of Berry, future Duchess of Parma (1819-1864) on the Beach at Dieppe?",Alexandre-Jean Dubois-Drahonet
EN,"In which year was Portrait of the Young Princess Louise d'Artois, Daughter of the Duchess of Berry, future Duchess of Parma (1819-1864) on the Beach at Dieppe completed?",1830
FR,"Qui est le créateur de Portrait de la jeune princesse Louise d'Artois, fille de la duchesse de Berry, future duchesse de Parme (1819-1864) sur la plage de Dieppe?",Alexandre Jean Dubois Drahonet
FR,"En quelle année Portrait de la jeune princesse Louise d'Artois, fille de la duchesse de Berry, future duchesse de Parme (1819-1864) sur la plage de Dieppe a-t-il été achevé?",1830
DE,"Wer ist der Schöpfer von Portrait of the Young Princess Louise d'Artois, Daughter of the Duchess of Berry, future Duchess of Parma (1819-1864) on the Beach at Dieppe?",Alexandre Jean Dubois Drahonet
DE,"In welchem Jahr wurde Portrait of the Young Princess Louise d'Artois, Daughter of the Duchess of Berry, future Duchess of Parma (1819-1864) on the Beach at Dieppe fertiggestellt?",1830
TR,"Portrait of the Young Princess Louise d'Artois, Daughter of the Duchess of Berry, future Duchess of Parma (1819-1864) on the Beach at Dieppe'in yaratıcısı kim?",Alexandre-Jean Dubois-Drahonet
TR,"Portrait of the Young Princess Louise d'Artois, Daughter of the Duchess of Berry, future Duchess of Parma (1819-1864) on the Beach at Dieppe hangi yılda tamamlandı?",1830
JA,"Portrait of the Young Princess Louise d'Artois, Daughter of the Duchess of Berry, future Duchess of Parma (1819-1864) on the Beach at Dieppe の創作者は誰ですか？",アレクサンドル＝ジャン・デュボア＝ドラホネ
JA,"Portrait of the Young Princess Louise d'Artois, Daughter of the Duchess of Berry, future Duchess of Parma (1819-1864) on the Beach at Dieppe は何年に完成しましたか？",1830
EN,Who is the creator of The Bravo?,Aimée Brune-Pagès
EN,In which year was The Bravo completed?,1832
FR,Qui est le créateur de Le Bravo?,Aimée Brune-Pagès
FR,En quelle année Le Bravo a-t-il été achevé?,1832
DE,Wer ist der Schöpfer von The Bravo?,Aimée Brune
DE,In welchem Jahr wurde The Bravo fertiggestellt?,1832
TR,The Bravo'in yaratıcısı kim?,Aimée Brune-Pagès
TR,The Bravo hangi yılda tamamlandı?,1832
JA,The Bravo の創作者は誰ですか？,Aimée Brune-Pagès
JA,The Bravo は何年に完成しましたか？,1832
EN,Who is the creator of Conviction of Anne Boleyn?,Aimée Brune-Pagès
EN,In which year was Conviction of Anne Boleyn completed?,1832
FR,Qui est le créateur de Condamnation d'Anne Boleyn?,Aimée Brune-Pagès
FR,En quelle année Condamnation d'Anne Boleyn a-t-il été achevé?,1832
DE,Wer ist der Schöpfer von Conviction of Anne Boleyn?,Aimée Brune
DE,In welchem Jahr wurde Conviction of Anne Boleyn fertiggestellt?,1832
TR,Conviction of Anne Boleyn'in yaratıcısı kim?,Aimée Brune-Pagès
TR,Conviction of Anne Boleyn hangi yılda tamamlandı?,1832
JA,Conviction of Anne Boleyn の創作者は誰ですか？,Aimée Brune-Pagès
JA,Conviction of Anne Boleyn は何年に完成しましたか？,1832
EN,Who is the creator of Portrait of Louis-André Boicervoise?,Louise Eudes de Guimard
EN,In which year was Portrait of Louis-André Boicervoise completed?,1848
FR,"Qui est le créateur de Portrait de Louis-André Boicervoise, administrateur des hospices de Paris?",Louise Eudes de Guimard
FR,"En quelle année Portrait de Louis-André Boicervoise, administrateur des hospices de Paris a-t-il été achevé?",1848
DE,Wer ist der Schöpfer von Portrait of Louis-André Boicervoise?,Louise Eudes de Guimard
DE,In welchem Jahr wurde Portrait of Louis-André Boicervoise fertiggestellt?,1848
TR,Portrait of Louis-André Boicervoise'in yaratıcısı kim?,Louise Eudes de Guimard
TR,Portrait of Louis-André Boicervoise hangi yılda tamamlandı?,1848
JA,Portrait of Louis-André Boicervoise の創作者は誰ですか？,Louise Eudes de Guimard
JA,Portrait of Louis-André Boicervoise は何年に完成しましたか？,1848
EN,Who is the creator of Portrait of M. L. V...?,Félicie Schneider
EN,In which year was Portrait of M. L. V... completed?,1887
FR,Qui est le créateur de Portrait de M. L. V...?,Félicie Schneider
FR,En quelle année Portrait de M. L. V... a-t-il été achevé?,1887
DE,Wer ist der Schöpfer von Portrait of M. L. V...?,Félicie Schneider
DE,In welchem Jahr wurde Portrait of M. L. V... fertiggestellt?,1887
TR,Portrait of M. L. V...'in yaratıcısı kim?,Félicie Schneider
TR,Portrait of M. L. V... hangi yılda tamamlandı?,1887
JA,Portrait of M. L. V... の創作者は誰ですか？,Félicie Schneider
JA,Portrait of M. L. V... は何年に完成しましたか？,1887
EN,Who is the creator of The Squall?,Félicie Schneider
EN,In which year was The Squall completed?,1884
FR,Qui est le créateur de Le Grain?,Félicie Schneider
FR,En quelle année Le Grain a-t-il été achevé?,1884
DE,Wer ist der Schöpfer von The Squall?,Félicie Schneider
DE,In welchem Jahr wurde The Squall fertiggestellt?,1884
TR,The Squall'in yaratıcısı kim?,Félicie Schneider
TR,The Squall hangi yılda tamamlandı?,1884
JA,The Squall の創作者は誰ですか？,Félicie Schneider
JA,The Squall は何年に完成しましたか？,1884
EN,"Who is the creator of Portrait of Jeanne d'Osmond, duchesse de Maillé?",Félicie Schneider
EN,"In which year was Portrait of Jeanne d'Osmond, duchesse de Maillé completed?",1870
FR,"Qui est le créateur de Portrait de Jeanne d'Osmond, duchesse de Maillé?",Félicie Schneider
FR,"En quelle année Portrait de Jeanne d'Osmond, duchesse de Maillé a-t-il été achevé?",1870
DE,"Wer ist der Schöpfer von Portrait of Jeanne d'Osmond, duchesse de Maillé?",Félicie Schneider
DE,"In welchem Jahr wurde Portrait of Jeanne d'Osmond, duchesse de Maillé fertiggestellt?",1870
TR,"Portrait of Jeanne d'Osmond, duchesse de Maillé'in yaratıcısı kim?",Félicie Schneider
TR,"Portrait of Jeanne d'Osmond, duchesse de Maillé hangi yılda tamamlandı?",1870
JA,"Portrait of Jeanne d'Osmond, duchesse de Maillé の創作者は誰ですか？",Félicie Schneider
JA,"Portrait of Jeanne d'Osmond, duchesse de Maillé は何年に完成しましたか？",1870
EN,Who is the creator of Portrait of a woman in yellow shawl?,Julie Volpelière
EN,In which year was Portrait of a woman in yellow shawl completed?,1810
FR,Qui est le créateur de Portrait de femme au châle jaune?,Julie Volpelière
FR,En quelle année Portrait de femme au châle jaune a-t-il été achevé?,1810
DE,Wer ist der Schöpfer von Portrait of a woman in yellow shawl?,Julie Volpelière
DE,In welchem Jahr wurde Portrait of a woman in yellow shawl fertiggestellt?,1810
TR,Portrait of a woman in yellow shawl'in yaratıcısı kim?,Julie Volpelière
TR,Portrait of a woman in yellow shawl hangi yılda tamamlandı?,1810
JA,Portrait of a woman in yellow shawl の創作者は誰ですか？,Julie Volpelière
JA,Portrait of a woman in yellow shawl は何年に完成しましたか？,1810
EN,Who is the creator of Portrait of a Lady?,Amélie Legrand de Saint-Aubin
EN,In which year was Portrait of a Lady completed?,1828
FR,Qui est le créateur de Portrait d'une dame?,Amélie Legrand de Saint-Aubin
FR,En quelle année Portrait d'une dame a-t-il été achevé?,1828
DE,Wer ist der Schöpfer von Portrait of a Lady?,Louise Amélie Legrand de Saint-Aubin
DE,In welchem Jahr wurde Portrait of a Lady fertiggestellt?,1828
TR,Portrait of a Lady'in yaratıcısı kim?,Amélie Legrand de Saint-Aubin
TR,Portrait of a Lady hangi yılda tamamlandı?,1828
JA,婦人の肖像 の創作者は誰ですか？,ルイーズ・アメリ・ルグラン・ド・サン＝トーバン
JA,婦人の肖像 は何年に完成しましたか？,1828
EN,Who is the creator of Patroclus handing Briseis to the Heralds of Agamemnon?,Pierre Edme Louis Pellier
EN,In which year was Patroclus handing Briseis to the Heralds of Agamemnon completed?,1814
FR,Qui est le créateur de Patrocle remet Briséis aux hérauts d’armes envoyés par l’ordre d’Agamemnon?,Pierre Edme Louis Pellier
FR,En quelle année Patrocle remet Briséis aux hérauts d’armes envoyés par l’ordre d’Agamemnon a-t-il été achevé?,1814
DE,Wer ist der Schöpfer von Patroclus handing Briseis to the Heralds of Agamemnon?,Pierre Edme Louis Pellier
DE,In welchem Jahr wurde Patroclus handing Briseis to the Heralds of Agamemnon fertiggestellt?,1814
TR,Patroclus handing Briseis to the Heralds of Agamemnon'in yaratıcısı kim?,Pierre Edme Louis Pellier
TR,Patroclus handing Briseis to the Heralds of Agamemnon hangi yılda tamamlandı?,1814
JA,Patroclus handing Briseis to the Heralds of Agamemnon の創作者は誰ですか？,Pierre Edme Louis Pellier
JA,Patroclus handing Briseis to the Heralds of Agamemnon は何年に完成しましたか？,1814
EN,Who is the creator of Portrait of Henriette Bépoix?,Jeanne Donnadieu
EN,In which year was Portrait of Henriette Bépoix completed?,1896
FR,Qui est le créateur de Portrait de Mlle Henriette Bépoix?,Jeanne Donnadieu
FR,En quelle année Portrait de Mlle Henriette Bépoix a-t-il été achevé?,1896
DE,Wer ist der Schöpfer von Portrait of Henriette Bépoix?,Jeanne Donnadieu
DE,In welchem Jahr wurde Portrait of Henriette Bépoix fertiggestellt?,1896
TR,Portrait of Henriette Bépoix'in yaratıcısı kim?,Jeanne Donnadieu
TR,Portrait of Henriette Bépoix hangi yılda tamamlandı?,1896
JA,Portrait of Henriette Bépoix の創作者は誰ですか？,Jeanne Donnadieu
JA,Portrait of Henriette Bépoix は何年に完成しましたか？,1896
EN,Who is the creator of Portrait of King Alfonso XII of Spain as a child?,Cécile Ferrère
EN,In which year was Portrait of King Alfonso XII of Spain as a child completed?,1869
