question,options,correct_letter,language
Wer ist der Schöpfer von The Oreads?,"{'A': 'William-Adolphe Bouguereau', 'B': 'Marquard Wocher', 'C': '本阿弥光悦', 'D': 'マルク・アントコリスキー'}",A,DE
Wer ist der Schöpfer von Work Interrupted?,"{'A': 'Janaq Paço', 'B': 'William-Adolphe Bouguereau', 'C': 'Tani Bunchō', 'D': 'Hokusai'}",B,DE
Wer ist der Schöpfer von Psyche?,"{'A': 'John Massey Rhind', 'B': 'グレナ・グッドエーカー', 'C': 'Joseph Max', 'D': 'William-Adolphe Bouguereau'}",D,DE
Wer ist der Schöpfer von The Heart's Awakening?,"{'A': '祇園南海', 'B': 'William-Adolphe Bouguereau', 'C': 'Joseph Uphues', 'D': 'Franz Matsch'}",B,DE
Wer ist der Schöpfer von Crown of Flowers?,"{'A': 'William-Adolphe Bouguereau', 'B': 'エルンスト・フォン・バンデル', 'C': 'Eduard Sarapyan', 'D': 'アレクサンドル・カバネル'}",A,DE
Wer ist der Schöpfer von A Childhood Idyll?,"{'A': 'George Alfred Townsend', 'B': 'Tosa-Schule', 'C': 'Pauline Auzou', 'D': 'William-Adolphe Bouguereau'}",D,DE
Wer ist der Schöpfer von Young Shepherdess standing?,"{'A': 'William-Adolphe Bouguereau', 'B': 'Carlo Marochetti', 'C': 'Sōhei', 'D': 'Louis-Marie Dulieu de Chenevoux'}",A,DE
Wer ist der Schöpfer von The Day?,"{'A': 'Mihran Hakobjan', 'B': 'William-Adolphe Bouguereau', 'C': 'シャルル＝フランソワ・ドービニー', 'D': 'Maurice de Vlaminck'}",B,DE
Wer ist der Schöpfer von Selbstbildnis des Künstlers?,"{'A': 'Chōkōsai Eishō', 'B': 'William-Adolphe Bouguereau', 'C': 'アント・ファーム', 'D': 'Halyna Kaltschenko'}",B,DE
Wer ist der Schöpfer von Compassion?,"{'A': 'Boucicaut-Meister', 'B': 'William-Adolphe Bouguereau', 'C': 'アンリ・ルソー', 'D': '後藤鍬五郎の作品'}",B,DE
Wer ist der Schöpfer von Equality Before Death?,"{'A': 'Andrey Zaspitski', 'B': 'アニッシュ・カプーア', 'C': 'Ara Sargsian', 'D': 'William-Adolphe Bouguereau'}",D,DE
Wer ist der Schöpfer von Youth and Love?,"{'A': '十時梅厓', 'B': 'William-Adolphe Bouguereau', 'C': 'Jean Siméon Chardin', 'D': 'Iwasa Matabei'}",B,DE
Wer ist der Schöpfer von Der Anschlag?,"{'A': 'Otto Lessing', 'B': 'William-Adolphe Bouguereau', 'C': 'イヴァン・メシュトロヴィチ', 'D': 'Gustavo Aguerre'}",B,DE
Wer ist der Schöpfer von The Body of Saint Cecilia brought to the catacombs of Rome?,"{'A': 'William-Adolphe Bouguereau', 'B': 'ヴァシル・ボロダイ', 'C': 'Vladimir Grachyov', 'D': 'Mario Irarrázabal'}",A,DE
Wer ist der Schöpfer von Philomela and Procne?,"{'A': '牧谿', 'B': 'William-Adolphe Bouguereau', 'C': 'Karel Pokorný', 'D': 'Tim'}",B,DE
Wer ist der Schöpfer von Michel Monet with a Pompon?,"{'A': 'Ogata Kenzan', 'B': 'Niklaus Sprüngli', 'C': 'Yevgeny Viktorovich Vuchetich', 'D': 'Claude Monet'}",D,DE
"Wer ist der Schöpfer von Rouen Cathedral, Portal, Sunlight?","{'A': 'Eduardo Castrillo', 'B': 'Andrea Carlo Lucchesi', 'C': 'Claude Monet', 'D': 'Fernand Blayn'}",C,DE
Wer ist der Schöpfer von The Young Sailor II?,"{'A': 'Mihran Hakobjan', 'B': 'Mohammed Ghani Hikmat', 'C': 'Henri Matisse', 'D': 'Indochine française'}",C,DE
Wer ist der Schöpfer von Pierre-François Bernier?,"{'A': 'Stefano Sparano', 'B': 'Jean Auguste Dominique Ingres', 'C': 'ヒョードル・シェーフテリ', 'D': 'Lazăr Dubinovschi'}",B,DE
Wer ist der Schöpfer von Cromwell before the Coffin of Charles I?,"{'A': 'Gautam Pal', 'B': 'エミリアン・ド・ニューウェルケルク', 'C': 'Eugène Delacroix', 'D': 'Ambrose Macdonald Poynter'}",C,DE
Wer ist der Schöpfer von Puma?,"{'A': 'Georges Michel', 'B': 'Eugène Delacroix', 'C': 'Ghoukas Tchoubarian', 'D': 'Pericle Fazzini'}",B,DE
Wer ist der Schöpfer von Portrait of Madame Renoir?,"{'A': 'Simon Vouet', 'B': 'Pierre-Auguste Renoir', 'C': 'ジャン＝フランソワ・ラファエリ', 'D': 'ヒョードル・シェーフテリ'}",B,DE
Wer ist der Schöpfer von Rosen in einer Vase?,"{'A': 'Manfredo Manfredi', 'B': 'Vladimir Ingal', 'C': 'Pierre-Auguste Renoir', 'D': 'Stefano Zuech'}",C,DE
Wer ist der Schöpfer von Rochefort's Escape?,"{'A': 'Kanō Motonobu', 'B': 'Édouard Manet', 'C': 'Eduardo Barrón González', 'D': 'Suryavarman II'}",B,DE
Wer ist der Schöpfer von Anne-Louis Girodet - Pygmalion & Galatée?,"{'A': 'リチャード・キスリング', 'B': 'ツィプリアン・ゴデプスキ', 'C': 'Karl Joseph Leuch', 'D': 'Anne-Louis Girodet de Roussy-Trioson'}",D,DE
Wer ist der Schöpfer von Wahrheit?,"{'A': 'Karl Weißbach', 'B': 'レナート・マリーノ・マッツァクラーティ', 'C': 'Jules Lefebvre', 'D': 'Ville Vallgren'}",C,DE
Wer ist der Schöpfer von The Origin of Sculpture?,"{'A': 'Wera Ignatjewna Muchina', 'B': 'Clarisse Amic', 'C': '幸野楳嶺', 'D': 'Jean-Baptiste Regnault'}",D,DE
Wer ist der Schöpfer von The Origin of Painting?,"{'A': 'Burhan Doğançay', 'B': '滝和亭', 'C': 'Jean-Baptiste Regnault', 'D': '曽我二直菴'}",C,DE
Wer ist der Schöpfer von Apollo and the Muses?,"{'A': 'Honoré Daumier', 'B': 'Louis-Marie Dulieu de Chenevoux', 'C': 'ハンス・メムリンク', 'D': 'Charles Meynier'}",D,DE
"Wer ist der Schöpfer von The Miller, His Son, and the Donkey?","{'A': 'Veniamin Jakovlevitsj Bogoljubov', 'B': 'Hortense Haudebourt-Lescot', 'C': 'マンフレート・ジーレ＝ヴィッセル', 'D': '土佐光則'}",B,DE
Wer ist der Schöpfer von Vercingetorix wirft seine Waffen zu Füßen Julius Caesar?,"{'A': '狩野宗秀', 'B': 'Xosé Cid Menor', 'C': 'ポール・トルベツコイ', 'D': 'Lionel Royer'}",D,DE
Wer ist der Schöpfer von Joseph and Potiphar's Wife?,"{'A': 'Utagawa Kuniteru', 'B': 'Nicolas Bertin', 'C': 'Tōteki Unkoku', 'D': 'Jules Louis Machard'}",B,DE
Wer ist der Schöpfer von Susanna im Bade?,"{'A': 'ジャン＝バプティスト・ルニョー', 'B': 'Édouard Manet', 'C': 'Vicke Lindstrand', 'D': 'Nicolas Bertin'}",D,DE
Wer ist der Schöpfer von Mademoisele Matie Dihau am Klavier?,"{'A': 'René de Saint-Marceaux', 'B': 'ギュスターヴ・クールベ', 'C': 'Henri de Toulouse-Lautrec', 'D': 'Yōgetsu'}",C,DE
Wer ist der Schöpfer von Hirtin?,"{'A': '住吉具慶', 'B': '勝川春潮', 'C': 'François Sicard', 'D': 'Jean-François Millet'}",D,DE
Wer ist der Schöpfer von Greek Interior?,"{'A': 'ラファエル・イスラエリヤン', 'B': 'Jean-Léon Gérôme', 'C': 'Théodore Chassériau', 'D': 'Jean G. Villin'}",B,DE
Wer ist der Schöpfer von Der Tod von Francesca da Rimini und Paolo Malatesta?,"{'A': 'Katarzyna Fober', 'B': 'Richard Westmacott', 'C': 'Jean-Honoré Fragonard', 'D': 'Alexandre Cabanel'}",D,DE
Wer ist der Schöpfer von Pandora?,"{'A': 'アンリ・ド・トゥールーズ＝ロートレック', 'B': 'Gutzon Borglum', 'C': 'Alexandre Cabanel', 'D': 'カスパー・フォン・ツームブッシュ'}",C,DE
Wer ist der Schöpfer von Soldier at a Game of Chess?,"{'A': 'Roger-Henri Expert', 'B': 'Manuel Castaños Agáñez', 'C': '狩野秀頼', 'D': 'Jean Metzinger'}",D,DE
Wer ist der Schöpfer von The Cicada?,"{'A': 'Nikolaï Tomsky', 'B': 'Victor de Hohenlohe-Langenbourg', 'C': 'Jules Lefebvre', 'D': 'Levon Ghalumyan'}",C,DE
Wer ist der Schöpfer von Housemaid?,"{'A': '西川祐信', 'B': 'Giovanni Boldini', 'C': 'Kingsley Baird', 'D': 'Jules Lefebvre'}",D,DE
Wer ist der Schöpfer von Most Reverend Léon-Benoît-Charles Thomas?,"{'A': 'Gustave Courbet', 'B': 'William-Adolphe Bouguereau', 'C': 'Utagawa Toyokuni I', 'D': 'ヴィニー・リーム'}",B,DE
Wer ist der Schöpfer von Trostspendende Madonna?,"{'A': 'William-Adolphe Bouguereau', 'B': 'Alexis Joseph Perignon', 'C': 'Johann-Georg Bendl', 'D': '円山応挙'}",A,DE
Wer ist der Schöpfer von The toilette of Venus?,"{'A': '河鍋暁斎', 'B': 'Carl Seffner', 'C': 'Jim Torosian', 'D': 'William-Adolphe Bouguereau'}",D,DE
Wer ist der Schöpfer von Bathing Child?,"{'A': 'ドミニク・アングル', 'B': 'William-Adolphe Bouguereau', 'C': 'Joost Boks', 'D': 'Hiromitsu Nakazawa'}",B,DE
Wer ist der Schöpfer von The Glade?,"{'A': 'Unkoku Togan', 'B': 'Mikhaïl Perkhine', 'C': 'Hubert Robert', 'D': 'マリアーノ・ベンリウレ'}",C,DE
Wer ist der Schöpfer von Jagdtrophäe?,"{'A': 'Ercole Rosa', 'B': 'Sumiyoshi Gukei', 'C': 'Giuseppe de Nittis', 'D': 'Claude Monet'}",D,DE
Wer ist der Schöpfer von Self-Portrait?,"{'A': 'Kanō Kōi', 'B': '池玉瀾', 'C': 'Vincent van Gogh', 'D': 'カダニのミクラシュ'}",C,DE
Wer ist der Schöpfer von Portrait of a Woman?,"{'A': 'Jean François Bosio', 'B': 'Oleg Konstantinovich Komov', 'C': '狩野芳崖', 'D': 'Vincent van Gogh'}",D,DE
Wer ist der Schöpfer von Portrait of Theo van Gogh?,"{'A': '奥村政信', 'B': 'Vincent van Gogh', 'C': 'Takaku Aiga', 'D': 'アルベルト・ジャコメッティ'}",B,DE
Wer ist der Schöpfer von Portrait of Gauguin?,"{'A': 'フリッツ・クラマー', 'B': 'Wjatscheslaw Michailowitsch Klykow', 'C': 'Vincent van Gogh', 'D': 'Dušan Samo Jurkovič'}",C,DE
Wer ist der Schöpfer von Japonaise: Woman beside the Water?,"{'A': '森徹山', 'B': 'Henri Matisse', 'C': 'Ogata Kōrin', 'D': '藤原豪信'}",B,DE
Wer ist der Schöpfer von Self-Portrait in a Straw Hat?,"{'A': 'Léon Bonnat', 'B': 'Siarhiej Vakar', 'C': 'Santō Kyōden', 'D': 'Paul Cézanne'}",D,DE
Wer ist der Schöpfer von La Route tournante en sous-bois (Bend in the Road Through the Forest)?,"{'A': 'Joseph Edgar Boehm', 'B': 'Paul Cézanne', 'C': 'Manuel de Araújo Porto-alegre', 'D': 'François-Auguste Biard'}",B,DE
Wer ist der Schöpfer von Bibémus?,"{'A': 'Paul Cézanne', 'B': 'Muqi', 'C': 'Reinhold Felderhoff', 'D': 'Okada Hanko'}",A,DE
Wer ist der Schöpfer von Mann mit verschränkten Armen?,"{'A': 'Eiraku Hozen', 'B': 'Paul Cézanne', 'C': 'Antoinette Béfort', 'D': 'Josep Fontserè'}",B,DE
Wer ist der Schöpfer von Der Knabe mit der roten Weste?,"{'A': 'Paul Cézanne', 'B': 'Paul Baudry', 'C': '円伊', 'D': '渡辺崋山'}",A,DE
Wer ist der Schöpfer von Badende?,"{'A': 'Utagawa Toyoharu', 'B': 'Paul Cézanne', 'C': 'Ismaïl Fatah al Turk', 'D': 'Sesshū'}",B,DE
Wer ist der Schöpfer von The House with the Cracked Walls?,"{'A': 'Emmanuel Frémiet', 'B': 'Walter Runeberg', 'C': 'Utagawa Toyokuni II', 'D': 'Paul Cézanne'}",D,DE
Wer ist der Schöpfer von Ballettänzerin?,"{'A': 'Stefano Sparano', 'B': 'Pierre-Auguste Renoir', 'C': '池大雅', 'D': 'Endonezya Hava Kuvvetleri'}",B,DE
Wer ist der Schöpfer von Comtesse de Morel- Vinde and her Daughter (The Music Lesson)?,"{'A': 'Ramón Conde', 'B': 'Hine Taizan', 'C': 'François Gérard', 'D': 'Mochizuki Gyokusen'}",C,DE
"Wer ist der Schöpfer von Napoleon I, Emperor?","{'A': 'Hiëronymus Duquesnoy the Elder', 'B': 'François Gérard', 'C': 'フランソワ＝レオン・シカール', 'D': 'José Fontseré Mestre'}",B,DE
Wer ist der Schöpfer von Seifenblasen?,"{'A': 'Gustav Blaeser', 'B': 'Susanna Heron', 'C': 'Giuseppe De Nittis', 'D': 'Jean-Baptiste-Siméon Chardin'}",D,DE
Wer ist der Schöpfer von Araberin in einem Eingang?,"{'A': '伊藤若冲', 'B': 'レオナルド・マルコーニ', 'C': 'Albert Gleizes', 'D': 'Jean-Léon Gérôme'}",D,DE
Wer ist der Schöpfer von Portrait of Mlle. Lange as Danaë?,"{'A': 'Serge Mangin', 'B': 'アンリ・マティス', 'C': 'ルイ＝フィリップ・エベール', 'D': 'Anne-Louis Girodet de Roussy-Trioson'}",D,DE
Wer ist der Schöpfer von Selbstporträt?,"{'A': 'Anne-Louis Girodet de Roussy-Trioson', 'B': 'Stefano Sparano', 'C': ""Députation forale d'Alava"", 'D': 'Georges Seurat'}",A,DE
Wer ist der Schöpfer von Admiration?,"{'A': 'Gabriel Yeproyan', 'B': '望月玉蟾', 'C': 'Conrad Freyberg', 'D': 'William-Adolphe Bouguereau'}",D,DE
"Wer ist der Schöpfer von Rue de la Bavole, Honfleur?","{'A': 'Claude Monet', 'B': 'Ivan Kawaleridze', 'C': 'ルネ・マグリット', 'D': 'ベン・エンウォンウー'}",A,DE
Wer ist der Schöpfer von Bathers by a River?,"{'A': 'Vassyl Borodaï', 'B': 'Jean-Michel Wilmotte', 'C': 'Jean Hey', 'D': 'Henri Matisse'}",D,DE
Wer ist der Schöpfer von Madame Cézanne im roten Kleid?,"{'A': 'Paul Cézanne', 'B': 'François-Joseph Kinson', 'C': 'Unkoku Togan', 'D': '円山応挙'}",A,DE
Wer ist der Schöpfer von Antony Valabrègue?,"{'A': 'Keison', 'B': 'Kanō Akinobu', 'C': 'Paul Cézanne', 'D': 'Ferdinand Hartzer'}",C,DE
"Wer ist der Schöpfer von Porträt des Louis-Auguste Cézanne, dem Vater des Künstlers, beim Lesen von ‚L'Evénement‘?","{'A': 'シュザンヌ・ヴァラドン', 'B': ""Rai San'yo"", 'C': 'Paul Cézanne', 'D': 'Fernand Blayn'}",C,DE
Wer ist der Schöpfer von Knabe mit roter Weste?,"{'A': 'Sargis Baghdasaryan', 'B': '宮川長春', 'C': '野々山緱山', 'D': 'Paul Cézanne'}",D,DE
Wer ist der Schöpfer von Porträt des Vallier (Der Matrose)?,"{'A': 'Ferdinand Schlöth', 'B': 'Paul Cézanne', 'C': 'Jules Coutan', 'D': 'Jane de Montchenu'}",B,DE
Wer ist der Schöpfer von Unterholz?,"{'A': 'Edmond Desca', 'B': 'Georges William Thornley', 'C': 'Théodore Rousseau', 'D': 'Paul Cézanne'}",D,DE
Wer ist der Schöpfer von Frau bei der Toilette?,"{'A': 'Iov Kornilovitsj Altoechov', 'B': 'Berthe Morisot', 'C': 'Marie-Victoire Lemoine', 'D': 'ジャラル・ガルヤグドゥ'}",B,DE
Wer ist der Schöpfer von Portrait of a Man with an Arrow?,"{'A': 'Álava Foral Council', 'B': 'Francesco Confalonieri', 'C': 'Léonard Limosin', 'D': 'Hans Memling'}",D,DE
"Wer ist der Schöpfer von Porträt von Jeanne Pissarro, genannt Minette?","{'A': 'Camille Pissarro', 'B': 'Elgudscha Amaschukeli', 'C': 'Joseph Siffred Duplessis', 'D': 'Charles Meynier'}",A,DE
Wer ist der Schöpfer von Still Life with Banderillas?,"{'A': 'Georges Braque', 'B': 'Giulio Monteverde', 'C': '池大雅', 'D': 'Marie-Éléonore Godefroid'}",A,DE
Wer ist der Schöpfer von Little Harbor in Normandy?,"{'A': 'Kawamata Tsunemasa', 'B': 'Napoléon Jacques', 'C': 'Georges Braque', 'D': 'シャルル＝フランソワ・ドービニー'}",C,DE
Wer ist der Schöpfer von Still Life - Flowers?,"{'A': 'Jacques Courtois', 'B': 'Wladimir Jegorowitsch Jegorow', 'C': 'Princess Victoria Melita of Saxe-Coburg and Gotha', 'D': 'Kishi Ganku'}",C,DE
Wer ist der Schöpfer von Bougival?,"{'A': 'Álava Foral Council', 'B': '葛飾北斎', 'C': 'Iwasa Matabei', 'D': 'Alfred Sisley'}",D,DE
Wer ist der Schöpfer von Barges on the Loing at Saint-Mammès?,"{'A': 'Alfred Sisley', 'B': 'Hashimoto Gahō', 'C': 'Mahmoud Mokhtar', 'D': 'ヤン・ヴォルカース'}",A,DE
Wer ist der Schöpfer von Der Tod des Meleagros?,"{'A': 'Prince Victor of Hohenlohe-Langenburg', 'B': 'Tosa (okul)', 'C': 'François Boucher', 'D': 'Michail Ossipowitsch Mikeschin'}",C,DE
Wer ist der Schöpfer von Seestück?,"{'A': 'Musō Soseki', 'B': 'Jean-Baptiste Carpeaux', 'C': 'Fujiwara Nobuzane', 'D': '鳥居清長'}",B,DE
Wer ist der Schöpfer von Portrait of miss Chanel?,"{'A': 'Marie Laurencin', 'B': 'Gyula Donáth', 'C': 'Ara Shiraz', 'D': 'Jules Coutan'}",A,DE
Wer ist der Schöpfer von Selbstporträt mit zwei Schülerinnen?,"{'A': 'Vitaly Zaykov', 'B': 'Adélaïde Labille-Guiard', 'C': 'Karl Weissbach', 'D': '雪舟'}",B,DE
Wer ist der Schöpfer von André Derain (1880–1954)?,"{'A': 'Maurice de Vlaminck', 'B': 'Johann Baptist Scholl', 'C': 'Walter Howard', 'D': 'Soga Nichokuan'}",A,DE
Wer ist der Schöpfer von Portrait of Guillaume Apollinaire?,"{'A': 'Gustav Adolf Kietz', 'B': 'ジョゼフ・パロセル', 'C': 'Paul Delaroche', 'D': 'Maurice de Vlaminck'}",D,DE
Wer ist der Schöpfer von Two Breton Women under an Apple Tree in Flower?,"{'A': 'Gyokusho Kawabata', 'B': 'Edmund von Hellmer', 'C': 'Carlo Scarpa', 'D': 'Paul Sérusier'}",D,DE
Wer ist der Schöpfer von The artist's studio?,"{'A': 'Giovanni Boldini', 'B': 'Vyacheslav Klykov', 'C': 'ダニエル・リベスキンド', 'D': 'Tsukioka Sessai'}",A,DE
Wer ist der Schöpfer von Still Life with a Basket of Fruit and a Bunch of Asparagus?,"{'A': '森徹山', 'B': 'Unkoku Tōteki', 'C': 'Louise Moillon', 'D': 'Hans Dieter Bohnet'}",C,DE
Wer ist der Schöpfer von Heraclius trägt das Kreuz?,"{'A': 'Ben Enwonwu', 'B': 'Philippe Jacques van Bree', 'C': 'Pierre Subleyras', 'D': 'Ievgueni Voutchetitch'}",C,DE
Wer ist der Schöpfer von Porträt einer Violinistin?,"{'A': 'ポール・ボードリー', 'B': 'Anne Vallayer-Coster', 'C': 'Jacques Courtois', 'D': 'Léon Pierre Urbain Bourgeois'}",B,DE
Wer ist der Schöpfer von Sitzendes Mädchen?,"{'A': 'Jules Pascin', 'B': 'Josep Busquets i Òdena', 'C': 'En-I', 'D': 'Charles-François Daubigny'}",A,DE
Wer ist der Schöpfer von Madame Hippolyte Flandrin?,"{'A': 'Angelo Biancini', 'B': 'Hippolyte Flandrin', 'C': 'Hiromitsu Nakazawa', 'D': 'Merry-Joseph Blondel'}",B,DE
Wer ist der Schöpfer von William H. Riggs (1837–1924) in Sixteenth-Century Half-Armor?,"{'A': 'Shōkei', 'B': 'Ferdinand Humbert', 'C': 'Gabriel Yeproyan', 'D': 'Levon Tokmajyan'}",B,DE
Wer ist der Schöpfer von Antonio Bartolomeo Bruni?,"{'A': 'Césarine Davin-Mirvault', 'B': 'Arto Tschakmaktschjan', 'C': 'Gustav Seitz', 'D': 'Élisabeth Vigée Le Brun'}",A,DE
Wer ist der Schöpfer von Italian Peasant Girl?,"{'A': 'ジョルジュ・スーラ', 'B': 'Ferdinand Humbert', 'C': 'Yamamoto Baiitsu', 'D': 'Léopold Robert'}",D,DE
Wer ist der Schöpfer von Landschaft?,"{'A': 'Emile Béranger', 'B': 'ジュール・ダルー', 'C': 'Narcisse Virgilio Díaz', 'D': 'Hans Wimmer'}",C,DE
Wer ist der Schöpfer von Szene aus der Geschichte?,"{'A': 'Joseph Parrocel', 'B': 'イシドール・ボヌール', 'C': 'Suren Stepanyan', 'D': '浦上玉堂'}",A,DE
Wer ist der Schöpfer von Amazonian Indians Worshiping the Sun God?,"{'A': 'François-Auguste Biard', 'B': 'アルベール・ロビダ', 'C': '吉山明兆', 'D': '望月玉川'}",A,DE
"Wer ist der Schöpfer von The Valley of the Seine, from the Hills of Giverny?","{'A': 'Angelo Biancini', 'B': 'Theodore Robinson', 'C': 'Kiitsu Suzuki', 'D': 'Elgudscha Amaschukeli'}",B,DE
"Wer ist der Schöpfer von Study of a Young Girl, Pont Aven?","{'A': 'Georg Rudolf Hengstenberg', 'B': 'ナリッサラーヌワッティウォン', 'C': 'Utagawa Toyokuni', 'D': 'Frederick Arthur Bridgman'}",D,DE
Wer ist der Schöpfer von Gust of Wind?,"{'A': 'Ivan Vitali', 'B': 'Maxime Maufra', 'C': 'インドネシア空軍', 'D': 'Roger de Villiers'}",B,DE
Wer ist der Schöpfer von St. Martin teil seinen Mantel mit einem Bettler?,"{'A': 'François Kinson', 'B': 'Joseph Edgar Boehm', 'C': 'Qin Shihuangdi', 'D': 'Louis Galloche'}",D,DE
Wer ist der Schöpfer von Young Couple in a Landscape?,"{'A': 'Dušan Samo Jurkovič', 'B': 'アルフレッド・シスレー', 'C': 'Jean-Baptiste Huet', 'D': 'Willibald Fritsch'}",C,DE
Wer ist der Schöpfer von Fox in a Chicken Yard?,"{'A': 'Jean-Baptiste Huet', 'B': '小田海僊', 'C': 'Franz von Matsch', 'D': 'Valentyn Borysenko'}",A,DE
Wer ist der Schöpfer von Berittene Hirten und Stiere in der römischen Landschaft?,"{'A': 'ルイーズ・アメリ・ルグラン・ド・サン＝トーバン', 'B': 'Luca Giordano', 'C': 'Anthony van Dyck', 'D': 'Auguste Clésinger'}",D,DE
Wer ist der Schöpfer von A Girl Carrying her Father's Sword?,"{'A': 'Maruyama Oshin', 'B': 'Jeanne-Elisabeth Chaudet', 'C': 'Moses Jacob Ezekiel', 'D': 'ジュゼッペ・デ・ニッティス'}",B,DE
Wer ist der Schöpfer von Auguste Rodin?,"{'A': 'Albert Eskel', 'B': 'Robert Lee MacCameron', 'C': 'Samvel Petrossian', 'D': 'Antoine Caron'}",B,DE
Wer ist der Schöpfer von A Picnic?,"{'A': 'Edmé Charles de Lioux de Savignac', 'B': 'ポール・セリュジエ', 'C': 'Bōsai Kameda', 'D': 'Fujiwara Takanobu'}",A,DE
Wer ist der Schöpfer von Virgin and Child?,"{'A': 'Edward Hodges Baily', 'B': 'アントン・ドミニク・フェーンコーン', 'C': 'Marie-Victoire Lemoine', 'D': 'Master of Guillaume Lambert'}",D,DE
Wer ist der Schöpfer von Madame Ingouf?,"{'A': '古山師重', 'B': 'ゴットフリート・シャードウ', 'C': 'Vincent', 'D': 'クロード・モネ'}",C,DE
Wer ist der Schöpfer von Portrait of a Man?,"{'A': '如拙', 'B': 'Romeo Julhakyan', 'C': 'Nicolae Grigorescu', 'D': 'J. Lecourt'}",D,DE
Wer ist der Schöpfer von Benjamin Franklin?,"{'A': 'Mori Tetsuzan', 'B': 'ズラブ・ツェレテリ', 'C': 'Edmund von Hellmer', 'D': 'Louis-Marie Dulieu de Chenevoux'}",D,DE
Wer ist der Schöpfer von Still Life?,"{'A': 'Fuad Abdurachmanow', 'B': 'Jean-Baptiste Charles Desgrange', 'C': 'Isabelle Pinson', 'D': '周文矩'}",B,DE
Wer ist der Schöpfer von Admirer in the Studio?,"{'A': 'Edmond Leroy', 'B': 'ニコライ・トムスキー', 'C': '宮川一笑', 'D': 'Mitsuhiro Karasumaru'}",A,DE
Wer ist der Schöpfer von Nude Descending a Staircase (No. 1)?,"{'A': 'Moromasa Furuyama', 'B': 'Marcel Duchamp', 'C': 'エドゥアール・マネ', 'D': 'Franz Späth'}",B,DE
Wer ist der Schöpfer von The False Mirror?,"{'A': 'René Magritte', 'B': 'Abraham Hirsch', 'C': 'ルイーズ・モワヨン', 'D': '本阿弥光悦'}",A,DE
Wer ist der Schöpfer von The Eiffel Tower?,"{'A': 'Zygmunt Brachmański', 'B': 'Robert Delaunay', 'C': 'Hans Aeschbacher', 'D': 'Unkoku Togan'}",B,DE
Wer ist der Schöpfer von View of Berneval?,"{'A': 'Clarisse Amic', 'B': 'Camille Pissarro', 'C': 'Kanō Motonobu', 'D': 'Jean Auguste Dominique Ingres'}",B,DE
Wer ist der Schöpfer von Der Kornschwinger?,"{'A': 'Jean-François Millet', 'B': 'Yerem Vardanyan', 'C': '宝浄房宗観', 'D': 'Henry Parayre'}",A,DE
Wer ist der Schöpfer von Der Kornschwinger.?,"{'A': 'Frederic Marès i Deulovol', 'B': 'Jean-François Millet', 'C': 'ラファエル・コラン', 'D': '長沢芦雪'}",B,DE
Wer ist der Schöpfer von Fishing Boats?,"{'A': '歌川豊広', 'B': 'Georges Braque', 'C': '常盤光長', 'D': 'Fernando Quaglia'}",B,DE
